Product Name,Discount,Selling Price,MRP,Average Rating,Rating Count,Product Specs
"DIERYA Gaming Mouse, Wired Mouse with Honeycomb, Up to 12800 DPI, 6 Programmable Macro Buttons, Software Support for Custom Key Bindings and RGB Settings for Windows 7/8/10/XP Vista Linux-White",33,5963.0,8963.0,4.5,302 ratings,"{' Brand ': 'Dierya', ' Model ': '10000 DPI', ' Product Dimensions ': '12.47 x 6.3 x 4.06 cm; 75 Grams', ' Item model number ': '10000 DPI', ' Special Features ': 'Drag-Free Paracord, High-Precision Optical Sensor, 6 Programmable Buttons, Ultralight Honeycomb Design, Customizable RGB', ' Batteries Included ': 'No', ' Batteries Required ': 'No', ' Connector Type ': 'USB', ' Movement Detection Technology ': 'Optical', ' Country of Origin ': 'China', ' Item Weight ': '75 g', ' ASIN ': 'B0BGS8PG3K', ' Date First Available ': '11 October 2023', ' Item Dimensions LxWxH ': '12.5 x 6.3 x 4.1 Centimeters'}"
